order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_price,status,country,created_at
ORD-0199,CUST-5225,PROD-038,Sandals,Footwear,3,48.86,146.58,pending,CA,2024-01-15 13:48:15
ORD-0200,CUST-2364,PROD-002,Mechanical Keyboard,Electronics,5,113.44,567.2,shipped,SG,2024-01-15 23:26:40
ORD-0201,CUST-1077,PROD-238,Casual Sneakers,Footwear,4,67.1,268.4,confirmed,SG,2024-01-15 13:04:51
ORD-0202,CUST-7537,PROD-204,Sandals,Footwear,3,75.13,225.39,shipped,AU,2024-01-16 00:19:42
ORD-0203,CUST-0711,PROD-011,Insulated Tumbler,Kitchen,5,111.17,555.85,confirmed,DE,2024-01-16 00:07:38
ORD-0204,CUST-4346,PROD-357,Coffee Maker,Kitchen,2,111.76,223.52,confirmed,DE,2024-01-15 13:26:24
ORD-0205,CUST-8399,PROD-130,Notebook Set,Office,2,32.32,64.64,shipped,SE,2024-01-15 21:57:05
ORD-0206,CUST-7259,PROD-072,Air Purifier,Home,2,152.85,305.7,confirmed,SG,2024-01-15 17:57:24
ORD-0207,CUST-9029,PROD-301,Sandals,Footwear,1,66.38,66.38,shipped,CA,2024-01-15 23:14:15
ORD-0208,CUST-7747,PROD-433,Ceramic Mug,Kitchen,4,76.29,305.16,pending,CA,2024-01-15 22:40:32
ORD-0209,CUST-8716,PROD-287,Noise-Cancelling Earbuds,Electronics,4,133.36,533.44,delivered,JP,2024-01-15 17:20:49
ORD-0210,CUST-2498,PROD-124,Scented Candle,Home,4,55.5,222.0,confirmed,KR,2024-01-15 16:55:30
ORD-0211,CUST-4116,PROD-130,Casual Sneakers,Footwear,3,54.16,162.48,shipped,SG,2024-01-15 17:12:07
ORD-0212,CUST-4091,PROD-457,Wireless Headphones,Electronics,4,131.89,527.56,confirmed,BR,2024-01-15 17:21:48
ORD-0213,CUST-6760,PROD-277,Jump Rope,Sports,3,25.4,76.2,shipped,SG,2024-01-15 19:03:51
ORD-0214,CUST-2198,PROD-434,Wireless Headphones,Electronics,3,86.1,258.3,cancelled,NL,2024-01-15 17:59:12
ORD-0215,CUST-8156,PROD-245,Yoga Mat,Sports,2,45.62,91.24,delivered,SG,2024-01-15 15:20:45
ORD-0216,CUST-8762,PROD-037,Blender,Kitchen,5,114.01,570.05,shipped,SG,2024-01-15 17:10:48
ORD-0217,CUST-2415,PROD-119,Notebook Set,Office,1,32.27,32.27,confirmed,JP,2024-01-15 17:49:31
ORD-0218,CUST-1887,PROD-438,Yoga Mat,Sports,3,37.63,112.89,pending,JP,2024-01-15 16:21:24
ORD-0219,CUST-9699,PROD-271,Coffee Maker,Kitchen,2,128.46,256.92,delivered,FR,2024-01-15 14:05:00
ORD-0220,CUST-6758,PROD-256,Foam Roller,Sports,2,36.61,73.22,confirmed,JP,2024-01-15 18:41:40
ORD-0221,CUST-6425,PROD-098,Running Shoes,Footwear,1,103.84,103.84,confirmed,KR,2024-01-15 17:30:55
ORD-0222,CUST-0554,PROD-445,Ceramic Mug,Kitchen,1,106.67,106.67,confirmed,KR,2024-01-16 01:49:18
ORD-0223,CUST-4479,PROD-326,USB-C Hub,Electronics,3,73.69,221.07,pending,SE,2024-01-15 13:38:13
ORD-0224,CUST-1814,PROD-334,Foam Roller,Sports,4,41.85,167.4,shipped,SG,2024-01-15 19:00:48
ORD-0225,CUST-2894,PROD-074,Running Shoes,Footwear,3,95.54,286.62,confirmed,US,2024-01-15 23:41:15
ORD-0226,CUST-0629,PROD-141,Throw Blanket,Home,2,119.05,238.1,delivered,JP,2024-01-15 18:51:38
ORD-0227,CUST-9125,PROD-143,Wireless Headphones,Electronics,1,170.45,170.45,confirmed,FR,2024-01-15 21:37:12
ORD-0228,CUST-5300,PROD-165,Air Purifier,Home,5,119.2,596.0,pending,FR,2024-01-16 02:25:48
ORD-0229,CUST-1834,PROD-037,Notebook Set,Office,5,20.22,101.1,shipped,FR,2024-01-16 00:36:09
ORD-0230,CUST-6067,PROD-498,Sticky Notes Pack,Office,5,12.24,61.2,shipped,KR,2024-01-15 13:52:40
ORD-0231,CUST-0597,PROD-217,Yoga Mat,Sports,2,32.64,65.28,pending,JP,2024-01-15 17:49:03
ORD-0232,CUST-0317,PROD-110,Blender,Kitchen,1,51.55,51.55,shipped,JP,2024-01-15 18:34:08
ORD-0233,CUST-2141,PROD-182,Notebook Set,Office,3,40.16,120.48,pending,DE,2024-01-15 22:29:52
ORD-0234,CUST-7803,PROD-394,Sandals,Footwear,1,119.24,119.24,shipped,NL,2024-01-16 00:34:30
ORD-0235,CUST-8839,PROD-067,Air Purifier,Home,3,68.96,206.88,delivered,FR,2024-01-15 16:37:00
ORD-0236,CUST-4286,PROD-117,Ceramic Mug,Kitchen,3,145.24,435.72,shipped,BR,2024-01-15 20:11:36
ORD-0237,CUST-9809,PROD-006,Throw Blanket,Home,2,65.92,131.84,confirmed,BR,2024-01-15 19:31:15
ORD-0238,CUST-2352,PROD-498,Running Shoes,Footwear,3,86.78,260.34,confirmed,GB,2024-01-15 14:48:34
ORD-0239,CUST-0071,PROD-430,Standing Desk Mat,Office,2,49.54,99.08,shipped,GB,2024-01-15 17:09:42
ORD-0240,CUST-3047,PROD-218,Jump Rope,Sports,1,37.02,37.02,pending,GB,2024-01-15 15:40:00
ORD-0241,CUST-6858,PROD-268,Desk Lamp,Home,2,92.98,185.96,delivered,CA,2024-01-15 17:54:28
ORD-0242,CUST-2839,PROD-241,Ceramic Mug,Kitchen,5,128.06,640.3,delivered,SE,2024-01-15 17:04:30
ORD-0243,CUST-2462,PROD-009,Mechanical Keyboard,Electronics,2,28.05,56.1,pending,CA,2024-01-16 03:38:33
ORD-0244,CUST-9930,PROD-131,Wireless Mouse,Electronics,1,92.88,92.88,confirmed,JP,2024-01-15 22:30:16
ORD-0245,CUST-5595,PROD-182,Standing Desk Mat,Office,1,30.29,30.29,confirmed,SG,2024-01-16 03:31:55
ORD-0246,CUST-8618,PROD-332,Sandals,Footwear,4,51.76,207.04,delivered,CA,2024-01-15 19:45:12
ORD-0247,CUST-9639,PROD-046,Mechanical Keyboard,Electronics,5,197.21,986.05,pending,NL,2024-01-15 23:22:08
ORD-0248,CUST-3599,PROD-373,Yoga Mat,Sports,3,20.47,61.41,pending,AU,2024-01-15 23:30:00
ORD-0249,CUST-5027,PROD-122,Trail Boots,Footwear,2,107.73,215.46,delivered,SE,2024-01-15 18:30:48
ORD-0250,CUST-3176,PROD-296,Bluetooth Speaker,Electronics,1,152.04,152.04,confirmed,CA,2024-01-15 20:21:40
ORD-0251,CUST-9920,PROD-216,Insulated Tumbler,Kitchen,5,95.6,478.0,confirmed,SG,2024-01-15 19:34:26
ORD-0252,CUST-9080,PROD-142,Laptop Stand,Office,1,48.21,48.21,delivered,SG,2024-01-16 02:07:48
ORD-0253,CUST-0476,PROD-259,Foam Roller,Sports,5,61.68,308.4,confirmed,DE,2024-01-16 04:27:03
ORD-0254,CUST-9001,PROD-297,Sandals,Footwear,2,60.82,121.64,pending,FR,2024-01-15 14:37:56
ORD-0255,CUST-9364,PROD-439,Trail Boots,Footwear,3,46.11,138.33,pending,CA,2024-01-15 20:06:45
ORD-0256,CUST-2631,PROD-353,Sandals,Footwear,5,102.82,514.1,shipped,US,2024-01-15 23:30:08
ORD-0257,CUST-0995,PROD-075,Casual Sneakers,Footwear,3,69.46,208.38,delivered,NL,2024-01-16 01:03:43
ORD-0258,CUST-8772,PROD-464,Blender,Kitchen,2,121.78,243.56,cancelled,GB,2024-01-16 00:24:42
ORD-0259,CUST-2011,PROD-391,Throw Blanket,Home,1,145.34,145.34,shipped,KR,2024-01-15 14:32:49
ORD-0260,CUST-4242,PROD-044,Throw Blanket,Home,2,36.86,73.72,delivered,US,2024-01-15 21:30:20
ORD-0261,CUST-1612,PROD-246,Bluetooth Speaker,Electronics,1,179.88,179.88,confirmed,JP,2024-01-15 20:28:12
ORD-0262,CUST-1805,PROD-297,Desk Lamp,Home,1,40.22,40.22,pending,GB,2024-01-15 16:52:44
ORD-0263,CUST-5336,PROD-258,Wall Clock,Home,1,84.91,84.91,pending,SE,2024-01-15 23:16:07
ORD-0264,CUST-2429,PROD-020,Running Shoes,Footwear,1,111.4,111.4,pending,DE,2024-01-15 18:11:36
ORD-0265,CUST-5793,PROD-335,Scented Candle,Home,3,119.91,359.73,cancelled,JP,2024-01-15 23:54:00
ORD-0266,CUST-2541,PROD-492,Standing Desk Mat,Office,1,50.33,50.33,shipped,CA,2024-01-15 17:31:54
ORD-0267,CUST-3215,PROD-106,Trail Boots,Footwear,3,83.61,250.83,pending,SG,2024-01-16 00:01:12
ORD-0268,CUST-2851,PROD-491,Desk Lamp,Home,2,77.21,154.42,cancelled,GB,2024-01-15 22:22:04
ORD-0269,CUST-9767,PROD-430,Notebook Set,Office,5,50.1,250.5,delivered,US,2024-01-16 00:44:16
ORD-0270,CUST-0149,PROD-290,Coffee Maker,Kitchen,2,9.25,18.5,pending,AU,2024-01-15 20:45:00
ORD-0271,CUST-3710,PROD-104,Throw Blanket,Home,3,74.85,224.55,pending,DE,2024-01-16 01:27:52
ORD-0272,CUST-0304,PROD-092,Standing Desk Mat,Office,3,50.63,151.89,cancelled,NL,2024-01-16 03:20:32
ORD-0273,CUST-2078,PROD-469,Blender,Kitchen,2,134.73,269.46,shipped,SE,2024-01-16 04:42:09
ORD-0274,CUST-0193,PROD-279,Sticky Notes Pack,Office,4,29.4,117.6,cancelled,JP,2024-01-15 22:09:24
ORD-0275,CUST-3722,PROD-469,Running Shoes,Footwear,3,106.57,319.71,delivered,CA,2024-01-16 02:38:20
ORD-0276,CUST-9202,PROD-385,Standing Desk Mat,Office,5,26.74,133.7,shipped,BR,2024-01-16 00:15:12
ORD-0277,CUST-3557,PROD-069,Throw Blanket,Home,2,13.13,26.26,pending,GB,2024-01-16 01:32:36
ORD-0278,CUST-6731,PROD-278,Coffee Maker,Kitchen,1,23.0,23.0,shipped,DE,2024-01-15 18:44:02
ORD-0279,CUST-8317,PROD-174,Foam Roller,Sports,2,46.87,93.74,shipped,SG,2024-01-15 17:36:36
ORD-0280,CUST-2554,PROD-452,Wireless Mouse,Electronics,2,42.66,85.32,confirmed,NL,2024-01-16 01:39:20
ORD-0281,CUST-1577,PROD-039,Throw Blanket,Home,2,82.25,164.5,delivered,GB,2024-01-15 19:23:46
ORD-0282,CUST-8391,PROD-327,Yoga Mat,Sports,2,34.58,69.16,delivered,AU,2024-01-15 21:37:48
ORD-0283,CUST-6751,PROD-371,Water Bottle,Sports,5,59.84,299.2,confirmed,JP,2024-01-15 17:02:25
ORD-0284,CUST-6173,PROD-059,Monitor Light Bar,Electronics,3,91.62,274.86,pending,NL,2024-01-16 03:43:20
ORD-0285,CUST-3081,PROD-458,Monitor Light Bar,Electronics,3,124.51,373.53,confirmed,DE,2024-01-15 21:27:30
ORD-0286,CUST-6802,PROD-131,Sandals,Footwear,2,70.37,140.74,pending,CA,2024-01-15 23:15:12
ORD-0287,CUST-9579,PROD-159,Monitor Light Bar,Electronics,3,88.11,264.33,pending,NL,2024-01-15 17:38:47
ORD-0288,CUST-2862,PROD-147,Air Purifier,Home,5,47.45,237.25,confirmed,DE,2024-01-16 06:38:24
ORD-0289,CUST-0294,PROD-422,Wall Clock,Home,4,134.98,539.92,shipped,DE,2024-01-16 04:57:09
ORD-0290,CUST-9213,PROD-420,Running Shoes,Footwear,5,111.5,557.5,shipped,GB,2024-01-16 00:45:20
ORD-0291,CUST-6977,PROD-086,Scented Candle,Home,2,41.35,82.7,pending,BR,2024-01-15 22:52:24
ORD-0292,CUST-2438,PROD-216,Air Purifier,Home,5,153.51,767.55,shipped,FR,2024-01-16 01:21:28
ORD-0293,CUST-9661,PROD-322,Bluetooth Speaker,Electronics,5,106.8,534.0,shipped,SG,2024-01-16 04:35:29
ORD-0294,CUST-6652,PROD-023,Wireless Mouse,Electronics,3,50.5,151.5,confirmed,SE,2024-01-15 21:48:06
ORD-0295,CUST-8784,PROD-127,Foam Roller,Sports,3,59.78,179.34,delivered,FR,2024-01-15 19:03:45
ORD-0296,CUST-9463,PROD-051,Air Purifier,Home,1,155.79,155.79,cancelled,NL,2024-01-15 19:01:04
ORD-0297,CUST-9016,PROD-082,Wall Clock,Home,4,156.69,626.76,pending,SE,2024-01-15 21:26:51
ORD-0298,CUST-6428,PROD-171,Yoga Mat,Sports,1,56.08,56.08,shipped,AU,2024-01-15 19:55:12
ORD-0299,CUST-2895,PROD-371,Sandals,Footwear,2,90.84,181.68,delivered,JP,2024-01-15 16:33:17
ORD-0300,CUST-0393,PROD-326,Scented Candle,Home,3,142.45,427.35,pending,JP,2024-01-15 16:10:00
ORD-0301,CUST-3468,PROD-241,Casual Sneakers,Footwear,2,73.99,147.98,pending,NL,2024-01-16 05:29:17
ORD-0302,CUST-7298,PROD-256,Sandals,Footwear,3,109.12,327.36,confirmed,SE,2024-01-16 00:21:30
ORD-0303,CUST-8938,PROD-088,Water Bottle,Sports,3,15.58,46.74,confirmed,BR,2024-01-15 16:45:12
ORD-0304,CUST-4851,PROD-376,Casual Sneakers,Footwear,3,93.97,281.91,confirmed,SE,2024-01-16 03:40:32
ORD-0305,CUST-3947,PROD-403,Casual Sneakers,Footwear,1,80.92,80.92,confirmed,DE,2024-01-16 03:29:10
ORD-0306,CUST-9001,PROD-270,Sticky Notes Pack,Office,1,51.7,51.7,delivered,JP,2024-01-15 20:04:12
ORD-0307,CUST-8669,PROD-487,Ceramic Mug,Kitchen,1,65.38,65.38,shipped,SE,2024-01-15 20:47:30
ORD-0308,CUST-1515,PROD-374,Ceramic Mug,Kitchen,2,63.47,126.94,pending,GB,2024-01-15 21:15:40
ORD-0309,CUST-4008,PROD-003,Coffee Maker,Kitchen,1,84.45,84.45,confirmed,KR,2024-01-15 17:57:24
ORD-0310,CUST-9189,PROD-208,Standing Desk Mat,Office,2,25.35,50.7,shipped,US,2024-01-15 21:51:50
ORD-0311,CUST-0086,PROD-395,Bluetooth Speaker,Electronics,4,80.73,322.92,delivered,JP,2024-01-15 21:02:41
ORD-0312,CUST-3263,PROD-238,Noise-Cancelling Earbuds,Electronics,5,107.08,535.4,pending,US,2024-01-16 01:20:00
ORD-0313,CUST-9035,PROD-001,USB-C Hub,Electronics,2,128.6,257.2,cancelled,KR,2024-01-16 04:15:29
ORD-0314,CUST-3333,PROD-200,Sticky Notes Pack,Office,4,41.68,166.72,pending,KR,2024-01-15 22:02:34
ORD-0315,CUST-3999,PROD-337,Wireless Headphones,Electronics,3,68.29,204.87,confirmed,US,2024-01-16 02:33:00
ORD-0316,CUST-0577,PROD-288,Jump Rope,Sports,1,44.99,44.99,confirmed,KR,2024-01-16 05:14:32
ORD-0317,CUST-0140,PROD-246,Air Purifier,Home,3,43.16,129.48,shipped,SG,2024-01-15 17:35:53
ORD-0318,CUST-7187,PROD-007,Noise-Cancelling Earbuds,Electronics,3,39.86,119.58,delivered,SG,2024-01-16 06:05:00
ORD-0319,CUST-7572,PROD-303,Jump Rope,Sports,4,12.92,51.68,delivered,US,2024-01-16 10:08:25
ORD-0320,CUST-0739,PROD-213,Foam Roller,Sports,3,40.4,121.2,confirmed,AU,2024-01-16 01:30:40
ORD-0321,CUST-3623,PROD-214,Sticky Notes Pack,Office,2,9.77,19.54,delivered,DE,2024-01-15 21:27:51
ORD-0322,CUST-5978,PROD-032,Casual Sneakers,Footwear,2,118.81,237.62,confirmed,NL,2024-01-15 18:11:48
ORD-0323,CUST-1768,PROD-485,Notebook Set,Office,5,41.74,208.7,confirmed,CA,2024-01-15 20:55:12
ORD-0324,CUST-3107,PROD-030,Trail Boots,Footwear,1,47.13,47.13,confirmed,SE,2024-01-16 06:30:00
ORD-0325,CUST-8125,PROD-273,Wireless Headphones,Electronics,1,36.96,36.96,pending,SG,2024-01-15 22:32:05
ORD-0326,CUST-5647,PROD-217,Mechanical Keyboard,Electronics,1,76.95,76.95,confirmed,AU,2024-01-16 10:48:16
ORD-0327,CUST-4122,PROD-202,Blender,Kitchen,4,49.34,197.36,cancelled,KR,2024-01-16 02:15:27
ORD-0328,CUST-5172,PROD-032,Insulated Tumbler,Kitchen,3,17.69,53.07,pending,GB,2024-01-16 10:36:16
ORD-0329,CUST-6236,PROD-442,Ceramic Mug,Kitchen,5,64.05,320.25,pending,SE,2024-01-16 11:08:33
ORD-0330,CUST-6746,PROD-245,Insulated Tumbler,Kitchen,1,108.14,108.14,confirmed,US,2024-01-16 02:47:30
ORD-0331,CUST-7709,PROD-488,Insulated Tumbler,Kitchen,5,81.7,408.5,pending,JP,2024-01-16 05:08:50
ORD-0332,CUST-9000,PROD-072,Sandals,Footwear,1,44.38,44.38,shipped,NL,2024-01-16 09:43:48
ORD-0333,CUST-2379,PROD-343,Bluetooth Speaker,Electronics,1,187.79,187.79,confirmed,NL,2024-01-16 03:25:30
ORD-0334,CUST-9791,PROD-017,Foam Roller,Sports,3,21.17,63.51,confirmed,DE,2024-01-16 03:45:42
ORD-0335,CUST-9537,PROD-312,Mechanical Keyboard,Electronics,4,114.6,458.4,cancelled,KR,2024-01-16 10:59:10
ORD-0336,CUST-2540,PROD-393,Mechanical Keyboard,Electronics,1,89.67,89.67,cancelled,CA,2024-01-15 17:59:12
ORD-0337,CUST-1534,PROD-317,Mechanical Keyboard,Electronics,5,142.5,712.5,shipped,JP,2024-01-16 11:31:18
ORD-0338,CUST-8730,PROD-028,Blender,Kitchen,2,103.31,206.62,shipped,DE,2024-01-16 03:03:34
ORD-0339,CUST-8510,PROD-214,Wall Clock,Home,5,21.91,109.55,confirmed,KR,2024-01-16 07:43:48
ORD-0340,CUST-1669,PROD-385,Noise-Cancelling Earbuds,Electronics,5,57.24,286.2,confirmed,GB,2024-01-16 08:05:00
ORD-0341,CUST-3314,PROD-290,Mechanical Keyboard,Electronics,1,115.21,115.21,delivered,BR,2024-01-15 22:06:49
ORD-0342,CUST-4327,PROD-356,Coffee Maker,Kitchen,2,119.73,239.46,delivered,BR,2024-01-16 04:59:42
ORD-0343,CUST-1988,PROD-306,Desk Lamp,Home,5,157.95,789.75,delivered,GB,2024-01-15 22:00:21
ORD-0344,CUST-4879,PROD-480,Standing Desk Mat,Office,5,20.48,102.4,confirmed,BR,2024-01-15 17:33:20
ORD-0345,CUST-3638,PROD-120,Standing Desk Mat,Office,1,16.33,16.33,delivered,NL,2024-01-16 07:05:45
ORD-0346,CUST-1882,PROD-084,Sticky Notes Pack,Office,4,57.05,228.2,delivered,SE,2024-01-15 20:29:40
ORD-0347,CUST-7104,PROD-011,Bluetooth Speaker,Electronics,2,83.81,167.62,cancelled,FR,2024-01-16 01:03:39
ORD-0348,CUST-0949,PROD-064,Standing Desk Mat,Office,4,29.64,118.56,confirmed,NL,2024-01-16 04:47:00
ORD-0349,CUST-3438,PROD-346,Wall Clock,Home,2,94.82,189.64,delivered,BR,2024-01-16 06:23:39
ORD-0350,CUST-5096,PROD-261,Blender,Kitchen,4,134.43,537.72,pending,SE,2024-01-16 01:24:10
ORD-0351,CUST-3931,PROD-346,Wireless Mouse,Electronics,5,134.49,672.45,confirmed,NL,2024-01-15 19:06:54
ORD-0352,CUST-8302,PROD-445,Bluetooth Speaker,Electronics,2,57.27,114.54,confirmed,CA,2024-01-16 07:33:52
ORD-0353,CUST-5880,PROD-057,Coffee Maker,Kitchen,3,37.4,112.2,pending,JP,2024-01-15 22:24:51
ORD-0354,CUST-4014,PROD-337,Sandals,Footwear,4,94.22,376.88,confirmed,SE,2024-01-16 04:27:12
ORD-0355,CUST-7151,PROD-500,Standing Desk Mat,Office,5,7.97,39.85,shipped,KR,2024-01-16 08:45:05
ORD-0356,CUST-1805,PROD-243,Yoga Mat,Sports,3,59.6,178.8,cancelled,NL,2024-01-15 22:44:04
ORD-0357,CUST-1775,PROD-309,Laptop Stand,Office,3,51.97,155.91,shipped,JP,2024-01-16 06:48:30
ORD-0358,CUST-4697,PROD-442,Coffee Maker,Kitchen,2,102.2,204.4,delivered,CA,2024-01-16 03:35:26
ORD-0359,CUST-0032,PROD-039,Ceramic Mug,Kitchen,4,31.01,124.04,confirmed,AU,2024-01-16 05:14:27
ORD-0360,CUST-8035,PROD-500,Notebook Set,Office,4,27.26,109.04,shipped,SE,2024-01-15 21:00:00
ORD-0361,CUST-4403,PROD-353,Standing Desk Mat,Office,5,8.9,44.5,delivered,AU,2024-01-16 13:34:55
ORD-0362,CUST-2599,PROD-011,Casual Sneakers,Footwear,2,58.46,116.92,pending,SG,2024-01-16 11:33:08
ORD-0363,CUST-2804,PROD-034,Jump Rope,Sports,3,57.67,173.01,pending,KR,2024-01-16 11:13:30
ORD-0364,CUST-9325,PROD-243,Noise-Cancelling Earbuds,Electronics,2,103.59,207.18,shipped,DE,2024-01-16 02:48:24
ORD-0365,CUST-6500,PROD-083,Wireless Headphones,Electronics,4,130.56,522.24,shipped,SG,2024-01-15 20:22:10
ORD-0366,CUST-8163,PROD-493,Standing Desk Mat,Office,5,37.64,188.2,confirmed,BR,2024-01-16 04:13:54
ORD-0367,CUST-6885,PROD-191,Sticky Notes Pack,Office,1,33.17,33.17,pending,SE,2024-01-15 21:39:38
ORD-0368,CUST-5213,PROD-165,Standing Desk Mat,Office,4,10.94,43.76,delivered,AU,2024-01-16 09:57:52
ORD-0369,CUST-5737,PROD-236,Running Shoes,Footwear,1,53.31,53.31,shipped,AU,2024-01-15 21:13:21
ORD-0370,CUST-4977,PROD-025,Water Bottle,Sports,2,45.13,90.26,shipped,JP,2024-01-16 08:27:40
ORD-0371,CUST-6494,PROD-477,Casual Sneakers,Footwear,4,45.33,181.32,pending,US,2024-01-16 04:24:18
ORD-0372,CUST-8847,PROD-494,Resistance Bands,Sports,2,69.81,139.62,pending,FR,2024-01-15 21:44:36
ORD-0373,CUST-3008,PROD-253,Water Bottle,Sports,5,27.71,138.55,confirmed,BR,2024-01-16 13:25:32
ORD-0374,CUST-9118,PROD-451,Standing Desk Mat,Office,1,8.46,8.46,confirmed,NL,2024-01-16 11:50:32
ORD-0375,CUST-7322,PROD-326,Wireless Headphones,Electronics,4,26.82,107.28,pending,BR,2024-01-15 19:46:15
ORD-0376,CUST-8130,PROD-113,Air Purifier,Home,3,73.35,220.05,delivered,GB,2024-01-16 03:19:20
ORD-0377,CUST-7095,PROD-073,Bluetooth Speaker,Electronics,1,87.35,87.35,confirmed,GB,2024-01-16 00:51:37
ORD-0378,CUST-2384,PROD-283,Blender,Kitchen,2,46.61,93.22,shipped,NL,2024-01-16 07:18:36
ORD-0379,CUST-0066,PROD-466,Throw Blanket,Home,5,83.28,416.4,delivered,FR,2024-01-16 06:00:11
ORD-0380,CUST-4278,PROD-415,Desk Lamp,Home,3,53.94,161.82,delivered,FR,2024-01-16 09:13:40
ORD-0381,CUST-5016,PROD-060,Notebook Set,Office,3,46.25,138.75,pending,JP,2024-01-15 22:36:18
ORD-0382,CUST-0657,PROD-434,Ceramic Mug,Kitchen,2,57.76,115.52,pending,KR,2024-01-16 12:39:00
ORD-0383,CUST-8566,PROD-028,Sticky Notes Pack,Office,3,52.96,158.88,confirmed,AU,2024-01-16 10:48:36
ORD-0384,CUST-2799,PROD-177,Coffee Maker,Kitchen,1,79.35,79.35,cancelled,NL,2024-01-15 21:39:12
ORD-0385,CUST-1919,PROD-072,Sticky Notes Pack,Office,5,31.25,156.25,delivered,AU,2024-01-16 07:44:30
ORD-0386,CUST-9834,PROD-278,Noise-Cancelling Earbuds,Electronics,3,51.55,154.65,pending,NL,2024-01-15 21:37:02
ORD-0387,CUST-0114,PROD-460,Monitor Light Bar,Electronics,5,179.96,899.8,shipped,BR,2024-01-16 00:59:06
ORD-0388,CUST-5975,PROD-255,Notebook Set,Office,5,55.44,277.2,pending,SG,2024-01-16 12:01:20
ORD-0389,CUST-8892,PROD-368,Sticky Notes Pack,Office,5,36.07,180.35,confirmed,SG,2024-01-15 19:07:47
ORD-0390,CUST-7219,PROD-211,Yoga Mat,Sports,1,62.35,62.35,cancelled,NL,2024-01-16 02:57:30
ORD-0391,CUST-2700,PROD-154,Wall Clock,Home,2,117.31,234.62,confirmed,CA,2024-01-16 15:03:46
ORD-0392,CUST-1526,PROD-392,Wall Clock,Home,5,63.35,316.75,shipped,SG,2024-01-15 20:31:20
ORD-0393,CUST-9347,PROD-039,Yoga Mat,Sports,2,63.3,126.6,shipped,DE,2024-01-16 01:08:21
ORD-0394,CUST-2590,PROD-227,Ceramic Mug,Kitchen,3,77.14,231.42,delivered,GB,2024-01-16 01:04:24
ORD-0395,CUST-5012,PROD-308,Running Shoes,Footwear,4,118.96,475.84,pending,KR,2024-01-16 09:27:20
ORD-0396,CUST-9838,PROD-305,Standing Desk Mat,Office,2,43.61,87.22,delivered,US,2024-01-15 23:43:48
ORD-0397,CUST-4101,PROD-457,Blender,Kitchen,1,97.85,97.85,pending,CA,2024-01-16 10:54:28
ORD-0398,CUST-0707,PROD-362,Jump Rope,Sports,5,56.02,280.1,delivered,CA,2024-01-15 20:36:12
